Source,Target,Interaction
ETV6,CD82,?
ETV6,CDK14,?
ETV6,CDKN1A,+
ETV6,CELSR2,?
ETV6,CNTNAP2,?
ETV6,CSK,?
ETV6,CSNK1G2,?
ETV6,DAAM2,?
ETV6,DAGLA,?
ETV6,DCHS1,?
ETV6,DMD,?
ETV6,ERBB4,?
ETV6,EPB41,?
ETV6,ETS2,?
ETV6,ETV6,?
ETV6,FHOD3,?
ETV6,FNBP1,?
ETV6,FYNA,?
ETV6,GAS2,-
ETV6,IGFBP5,+
ETV6,IHHB,?
ETV6,KAG9265403.1,?
ETV6,KAG9268563.1,?
ETV6,KAG9268614.1,?
ETV6,KAG9277335.1,?
ETV6,KAG9278225.1,?
ETV6,KIF1C,?
ETV6,KIRREL3,?
ETV6,KLHDC10,?
ETV6,KY,?
ETV6,LHFPL3,?
ETV6,MAD2L1,-
ETV6,MARK1,?
ETV6,MBNL2A,?
ETV6,MCM5,?
ETV6,MED13,?
ETV6,MMP25,?
ETV6,MPP2,?
ETV6,MYO7A,?
ETV6,NCAM2,?
ETV6,NEBL,?
ETV6,NEURL1,?
ETV6,NRCAM,?
ETV6,PDE11A,?
ETV6,PKN2,?
ETV6,PPM1L,?
ETV6,PTBP3,?
ETV6,PYGM,?
ETV6,RGS12,?
ETV6,SLC35F6,?
ETV6,SLCO5A1,?
ETV6,SPOP,?
ETV6,SPTAN1,?
ETV6,SPTBN5,?
ETV6,SULF2,?
ETV6,TANC2,?
ETV6,TMOD4,?
ETV6,TRAF4,?
ETV6,TRIM71,?
ETV6,TUBB4B,?
ETV6,UAP1,?
ETV6,UBE2Q2,?
EVX1,GSC,-
FHL2,CCND1,-
FHL2,CDKN1A,+
FHL2,KAG9259909.1,?
FMR1-A,RAC2,-
FOS,ACTBA,?
FOS,CCK,+
FOS,CCND1,-
FOS,CLU,-
FOS,CXCL8,?
FOS,ERCC4,+
FOS,FGFBP1,?
FOS,FOS,-
FOS,FOXA1,?
FOS,GSTM3,?
FOS,KAG9263052.1,?
FOS,KAG9266355.1,+
FOS,KAG9277111.1,?
FOS,KAG9280419.1,+
FOS,LRIG2,?
FOS,MELTF,?
FOS,MMP9,+
FOS,MYCB,-
FOS,NEFL,+
FOS,NGF,?
FOS,NOS2,+
FOS,NPY,?
FOS,NTF3,?
FOS,NTS,?
FOS,PDHA1,?
FOS,PLAU,?
FOS,PTGS2,+
FOS,SLC10A2,-
FOS,SOX7,+
FOS,SPI1,-
FOS,STAR,?
FOS,TP53,?
FOS,VEGFD,?
FOSB,CXCL8,+
FOSB,MMP2,?
FOSB,TGFB1,?
FOSL2,BCL6,+
FOSL2,CCR4,+
FOSL2,CLU,?
FOSL2,MYB,+
FOSL2,NOS2,+
FOSL2,RELB,+
FOSL2,TGFB1,+
FOSL2,UGT2A1,+
FOXA1,ABCA1,-
FOXA1,APOB,+
FOXA1,BCL2,-
FOXA1,CCNG2,?
FOXA1,CFTR,-
FOXA1,ESR1,?
FOXA1,KAG9276105.1,?
FOXA1,MYCB,?
FOXA1,NF1,+
FOXA1,NKX2-1,?
FOXA1,RPRMB,-
FOXA1,SERPINC1,-
FOXA1,UGT2A1,+
FOXA2,ABCA1,-
FOXA2,CCL20,-
FOXA2,CDC73,?
FOXA2,CFTR,-
FOXA2,GFER,?
FOXA2,GLI2,?
FOXA2,HADH,+
FOXA2,HELT,-
FOXA2,HHEX,?
FOXA2,KAG9263746.1,+
FOXA2,KAG9276105.1,?
FOXA2,KAG9280174.1,-
FOXA2,LMX1B,+
FOXA2,NKX2-1,?
FOXA2,NR5A2,+
FOXA2,PDX1,+
FOXA2,SERPINC1,-
FOXA2,SOX14,+
FOXA2,SOX2,-
FOXA2,ST18,?
FOXA2,TCF7L2,?
FOXA2,TPO,+
FOXC1A,FGF19,+
FOXC1A,FOXO1B,?
FOXD3-A,CYFIP2,+
FOXD3-A,MITF,-
FOXD3-A,NDRG3,+
FOXD3-A,RARB,+
FOXD3-A,RND3,?
FOXE1,KAG9263746.1,+
FOXE1,TPO,?
FOXF2,ITGB1,-
FOXF2,KAG9267963.1,+
FOXF2,PDGFA,-
FOXF2,WASF2,+
FOXG1,CDKN1A,-
FOXH1,CTCF,?
FOXI1E,CFTR,-
FOXI1E,SLC26A4,?
FOXK2,SIN3A,?
FOXL2,CCND2,-
FOXL2,CGBA,+
FOXL2,CYP11A1,-
FOXL2,CYP19A1,-
FOXL2,STAR,-
FOXM1,IKBKB,?
FOXM1,KAG9269893.1,+
FOXM1,LAMA4,+
FOXM1,NFKB2,?
FOXM1,NR4A2,?
FOXM1,PSAP,?
FOXM1,PTGS2,?
FOXM1,SOX2,?
FOXN4,DLL4,+
FOXN4,PANK1,?
FOXO1B,ADIPOR1,+
FOXO1B,ANGPT2,?
FOXO1B,BCL2L11,?
FOXO1B,CASP8,+
FOXO1B,CCL20,?
FOXO1B,CCND1,-
FOXO1B,CCND2,-
FOXO1B,CCNG2,+
FOXO1B,CCR4,?
FOXO1B,CDKN1A,+
FOXO1B,CGBA,-
FOXO1B,CGBB,?
FOXO1B,EDN1,?
FOXO1B,EGR1,-
FOXO1B,FASLG,?
FOXO1B,FOXA2,?
FOXO1B,FOXP3,?
FOXO1B,GCK,-
FOXO1B,HYOU1,?
FOXO1B,IGFBP1,+
FOXO1B,IKZF1,+
FOXO1B,INS,-
FOXO1B,IRS2,?
FOXO1B,KAG9260765.1,+
FOXO1B,KLF2,?
FOXO1B,KLF4,?
FOXO1B,LPL,+
FOXO1B,MMP13,?
FOXO1B,NEUROG1,?
FOXO1B,NKX6-1,?
FOXO1B,NLK.2,?
FOXO1B,PCK1,-
FOXO1B,PDGFA,?
FOXO1B,PDK3,+
FOXO1B,PDX1,-
FOXO1B,PPARG,-
FOXO1B,PRL,?
FOXO1B,RAG1,?
FOXO1B,TNFSF10,+
FOXO1B,TXNIP,-
FOXO1B,ABCG2,?
FOXO1B,BCR,?
FOXO1B,ACTBA,?
FOXO1B,ADAM10,?
FOXO1B,AP1G1,?
FOXO1B,AP1S2,?
FOXO1B,ARID1B,?
FOXO1B,KAG9263595.1,?
FOXO1B,ATP10D,?
FOXO1B,ATP6V1C1A,?
FOXO1B,TLL1,?
FOXO1B,BMP2,?
FOXO1B,BMPR1B,?
FOXO1B,BRD2,?
FOXO1B,PHIP,?
FOXO1B,BTBD3,?
FOXO1B,CAMTA2,?
FOXO1B,CAP1,?
FOXO1B,CHD,?
FOXO1B,CHD5,?
FOXO1B,CLASP1B,?
FOXO1B,CNTN3,?
FOXO1B,CSNK1D,?
FOXO1B,CTBP1,?
FOXO1B,CTNNB1,?
FOXO1B,DCHS1,?
FOXO1B,DDX39A,?
FOXO1B,DENND4A,?
FOXO1B,DMD,?
FOXO1B,DMXL1,?
FOXO1B,DPH6,?
FOXO1B,ERBB4,?
FOXO1B,EIF4G2,?
FOXO1B,EP400,?
FOXO1B,EPB41,?
FOXO1B,EPS8,?
FOXO1B,ESRP2,?
FOXO1B,EZH1,?
FOXO1B,FBXL14,?
FOXO1B,FJX1,?
FOXO1B,FLNB,?
FOXO1B,FOXO1B,?
FOXO1B,FURIN,?
FOXO1B,FXR1,?
FOXO1B,FZD5,?
FOXO1B,GALNT1,?
FOXO1B,GDI1,?
FOXO1B,GPC6,?
FOXO1B,GPC5,?
FOXO1B,GRK6,?
FOXO1B,GSK3B,?
FOXO1B,HDLBP,?
FOXO1B,HNRNPA1,?
FOXO1B,HNRNPDL,?
FOXO1B,IHHB,?
FOXO1B,INO80,?
FOXO1B,ITGA7,?
FOXO1B,KAG9260001.1,?
FOXO1B,KAG9260364.1,?
FOXO1B,KAG9260673.1,?
FOXO1B,KAG9262278.1,?
FOXO1B,KAG9263052.1,?
FOXO1B,KAG9263699.1,?
FOXO1B,KAG9266355.1,?
FOXO1B,KAG9266470.1,?
FOXO1B,KAG9276246.1,?
FOXO1B,KAG9277335.1,?
FOXO1B,KAG9278225.1,?
FOXO1B,KAG9280552.1,?
FOXO1B,KAG9282529.1,?
FOXO1B,KAG9283030.1,?
FOXO1B,KALRN,?
FOXO1B,KHDRBS3,?
FOXO1B,KIF1C,?
FOXO1B,KIF2A,?
FOXO1B,LAMA1,?
FOXO1B,LAMA5,?
FOXO1B,LAMB2,?
FOXO1B,LAMC1,?
FOXO1B,LETM1,?
FOXO1B,LMNB2,?
FOXO1B,LRP1,?
FOXO1B,LRP5,?
FOXO1B,MACO1A,?
FOXO1B,MAGI1,?
FOXO1B,MAP4K4,?
FOXO1B,MARK1,?
FOXO1B,MED13,?
FOXO1B,MED14,?
FOXO1B,MEN1,?
FOXO1B,MFFB,?
FOXO1B,MIB1,?
FOXO1B,MPP2,?
FOXO1B,RDX,?
FOXO1B,MYLIPB,?
FOXO1B,MYO15A,?
FOXO1B,NEBL,?
FOXO1B,NECAP2,?
FOXO1B,NEDD4L,?
FOXO1B,NOS1AP,?
FOXO1B,NRCAM,?
FOXO1B,PAPOLG,?
FOXO1B,PAQR3,?
FOXO1B,PCSK6,?
FOXO1B,PDE11A,?
FOXO1B,PKN2,?
FOXO1B,PNPLA7,?
FOXO1B,PPP2R2A,?
FOXO1B,PPP4R3B,?
FOXO1B,PRKG1,?
FOXO1B,PSMC4,?
FOXO1B,PTBP3,?
FOXO1B,QKI-B,?
FOXO1B,ROCK1,?
FOXO1B,RPS6KA5,?
FOXO1B,SCYL1,?
FOXO1B,SF3B4,?
FOXO1B,SIN3A,?
FOXO1B,SPRED1,?
FOXO1B,SPTBN5,?
FOXO1B,SSBP2,?
FOXO1B,STAT5B,?
FOXO1B,SULF2,?
FOXO1B,TANC2,?
FOXO1B,TCERG1,?
FOXO1B,TENM4,?
FOXO1B,TES,?
FOXO1B,TFDP1,?
FOXO1B,TLE3B,?
FOXO1B,TM9SF4,?
FOXO1B,TMEM35A,?
FOXO1B,TOP1,?
FOXO1B,TRAK1,?
FOXO1B,TTC28,?
FOXO1B,UBC,?
FOXO1B,UBE2Q2,?
FOXO1B,UHRF1BP1L,?
FOXO1B,USP9X,?
FOXO1B,WDR7,?
FOXO1B,WNT3A,?
FOXO1B,WWP1,?
FOXO3,CCND1,-
FOXO3,CCND2,-
FOXO3,CCNG2,+
FOXO3,CDKN1A,+
FOXO3,GADD45G,+
FOXO1B,BCL6,+
FOXO1B,CREB1,+
FOXO1B,GADD45G,+
FOXO1B,HIF1A,-
FOXO1B,PSMD11B,?
FOXO1B,RBL2,+
FOXP1B,FGF16,+
FOXP1B,FGF3,+
FOXP1B,FGF9,+
FOXP1B,LHX3,?
FOXP3,B23,+
FOXP3,CCR4,+
FOXP3,CD28,+
FOXP3,CDKN1A,?
FOXP3,ERBB2,?
FOXP3,IL10,?
FOXP3,NFKB1,?
FOXP3,SATB1,?
FOXP3,TNFRSF18,+
KHSRP,CDKN1A,?
KHSRP,MYCB,?
FUBP3,FGF9,?
GABPA,ERBB2,?
GABPA,GUCY1B1,?
GABPA,KAG9277111.1,?
GABPA,PPP1R14B,?
GABPA,RPS3A,?
GABPA,TOMM70,+
GABPA,TRPC5,?
GABPB1,KAG9277111.1,?
GABPB1,SOD3,+
GATA2,AGGF1,+
GATA2,ALAS2,?
GATA2,ANGPT2,+
GATA2,HBB2,?
GATA2,BACH1,+
GATA2,CBFB,-
GATA2,CDA,+
GATA2,CEBPA,-
GATA2,CGA,?
GATA2,COPS5,?
GATA2,CYBB,+
GATA2,DICER1,+
GATA2,DPYSL2,?
GATA2,EPO,+
GATA2,EPOR,+
GATA2,FCER1G,+
GATA2,FURIN,?
GATA2,GATA2,+
GATA2,GFI1B,?
GATA2,GP1BB,+
GATA2,GP9,+
GATA2,KAG9280087.1,?
GATA2,IL1RL1,?
GATA2,ITGA2B,?
GATA2,KAG9266670.1,+
GATA2,KAG9263709.1,?
GATA2,KAG9266355.1,+
GATA2,MPL,+
GATA2,NKX6-1,?
GATA2,PTGFR,-
GATA2,RC3H1,+
GATA2,SPI1,-
GATA2,TAL1,?
GATA2,TBXA2R,+
GATA2,TSHB,?
GATA2,USP42,?
GATA2,ZBTB7A,?
GATA3,DLC1,+
GATA3,EPO,-
GATA3,EPOR,?
GATA3,ESR1,?
GATA3,FOXC1A,-
GATA3,FOXP3,?
GATA3,FUT7,?
GATA3,GATA3,?
GATA3,HSD17B1,-
GATA3,IL10,+
GATA3,IL12RB2,-
GATA3,KAG9259909.1,?
GATA3,LOX,-
GATA3,RAG2,+
GATA3,RUNX3,-
GATA3,STAT4,-
GATA3,TCF7L2,?
GATA3,TGFBR3,?
GATA3,TIE2,+
GATA3,ZEB1,+
GATA4,AMH,+
GATA4,CCND2,+
GATA4,CYP17A1,?
GATA4,ERBB2,-
GATA4,FABP2,+
GATA4,FGF10,?
GATA4,IAPP,+
GATA4,MGAM,+
GATA4,SGPL1,?
GATA4,STAR,?
GATA5-A,SLC5A1,?
GATA6-A,CAV1,-
GATA6-A,CYP11A1,+
GATA6-A,CYP17A1,+
GATA6-A,DKK1,?
GATA6-A,PLAU,-
GATA6-A,VWF,?
GBX2,LHX9,-
GBX2,LMO3,-
GBX2,IHHB,+
GBX2,SHHA,+
GCM2,CASR,+
GFI1,CDKN1A,?
GFI1,CDKN2B,-
GFI1,CYP27B1,-
GFI1,GFI1B,?
GFI1,GUCY1B1,?
GFI1,NF1,?
GFI1,SPI1,-
GFI1,ZBTB16A,?
GFI1B,ELF4,-
GFI1B,GFI1,?
GFI1B,GFI1B,?
GFI1B,RAG1,+
GFI1B,RAG2,+
GLI1,AKT1,?
GLI1,BCL2,+
GLI1,BHLHE41,+
GLI1,CDK2,+
GLI1,EGR2B,-
GLI1,JUN,?
GLI1,KAG9263052.1,?
GLI1,PDGFRA,+
GLI1,SFRP1,+
GLI1,SOCS1,+
GLI1,SOX9,?
GLI1,TNFRSF23,-
GLI2,BCL2,+
GLI2,BHLHE41,?
GLI2,BMP2,+
GLI2,FGF19,?
GLI2,FKBP8,?
GLI2,FOXA2,?
GLI2,FOXE1,-
GLI2,FOXF1,+
GLI2,FSTA,+
GLI2,IFITM5,+
GLI2,JUN,?
GLI2,KAG9280174.1,+
GLI2,MYF-5,+
GLI2,NDP,?
GLI2,PAX3-A,+
GLI2,PDGFRA,+
GLI2,IHHB,?
GLI2,SHHA,?
GLI2,SOCS1,+
GLI2,TNFRSF23,-
GLI2,WNT3A,+
GLI3,KAG9280194.1,+
GLI3,VMP1,+
GLIS3,NEUROG3,+
GRIN1,KAG9272942.1,+
GTF2B,HSPB1,?
GTF2F1,BGLAP,?
GTF2H1,KEAP1B,+
GTF2IRD1,CSRP2,-
GTF2IRD1,FOLR1,-
GTF2IRD1,TGFB2,+
GTF2IRD1,TGFBR2,-
GTF3A,ADM,?
GTF3A,BAG3,+
GTF3A,TAF15,?
GZF1,HOXA10B,-
HAND1,DHRS11,?
HAND1,NOCT,?
HAND1,PRKCD,?
HAND1,PTPN2,?
HAND1,DBH,+
HAND1,DLX5A,-
HAND1,DLX6A,-
HAND1,GATA4,?
HAND1,KAG9263746.1,?
HAND1,PHOX2A,+
HAND1,PHOX2B,+
HAX1,ATP2A2,-
HBP1,CDKN1A,-
HBP1,DNMT1,-
HBP1,MIF,-
HBP1,NCF1,-
HDAC1,ABCB11,-
HDAC1,AKAP12,-
HDAC1,ALOX5,+
HDAC1,APAF1,-
HDAC1,BMP7,-
HDAC1,BRCA2,-
HDAC1,CAD,?
HDAC1,CCL11,?
HDAC1,CCND1,+
HDAC1,CCND2,-
HDAC1,CCNE1,-
HDAC1,CD82,-
HDAC1,CDC25A,-
HDAC1,CDKN1A,-
HDAC1,CLDN7A,+
HDAC1,CXCL8,-
HDAC1,CYP3A30,?
HDAC1,DNMT1,-
HDAC1,ERBB4,-
HDAC1,EGR1,-
HDAC1,EIF2AK1,-
HDAC1,ESR1,-
HDAC1,FOS,-
HDAC1,GAD1,-
HDAC1,GRIN2B,+
HDAC1,GRM2,?
HDAC1,H2-AA,-
HDAC1,HSPA5,-
HDAC1,IGFBP3,+
HDAC1,ITA,+
HDAC1,JUN,?
HDAC1,KAG9266355.1,?
HDAC1,KAG9267963.1,-
HDAC1,KAG9280168.1,?
HDAC1,KLF4,-
HDAC1,MGMT,?
HDAC1,MMP9,-
HDAC1,MYCB,?
HDAC1,PCNA,-
HDAC1,PPARG,?
HDAC1,PSIP1,?
HDAC1,PTGS2,+
HDAC1,RARB,-
HDAC1,RBL2,?
HDAC1,RECK,+
HDAC1,RECQL4,-
HDAC1,RELN,-
HDAC1,RHOB,-
HDAC1,SFRP1,?
HDAC1,SMARCA2,?
HDAC1,SNAI2,-
HDAC1,SP1,-
HDAC1,STAR,?
HDAC1,STAT3,?
HDAC1,TACSTD1,?
HDAC1,TGFBR2,-
HDAC1,THBS4,?
HDAC1,TJP1,-
HDAC1,TNFSF10,-
HDAC1,TP53,-
HDAC1,TP63,?
HDAC1,TXNIP,-
HDAC11,IL10,-
HDAC11,MYCB,?
HDAC11,TNF,-
HDAC3,ALOX5,+
HDAC3,ERBB4,?
HDAC3,GAS2,-
HDAC3,JUN,-
HDAC3,KAG9268140.1,-
HDAC3,KAG9271616.1,?
HDAC3,LGALS9,?
HDAC3,MMP2,-
HDAC3,MYCB,-
HDAC3,TLR9,?
HDAC3,TNF,?
HDAC5,FGF2,-
HDAC5,IGF2,?
HDAC5,KAG9260001.1,-
HDAC5,MEF2C,-
HDAC5,SLC2A1,+
HDAC5,SLC2A1,-
HDAC5,YY1,+
HES1-A,HTR7,?
HES1-A,KAG9280174.1,-
HES1-A,KAG9283639.1,+
HES1-A,PTEN,-
HES1-A,PTGDS,-
HES6,HTR7,?
HES6,KAG9280174.1,-
HEXIM,CCND1,-
HEY1,ACTA2,-
HEY1,BMP2,-
HEY1,GATA4,-
HEY1,GATA6-A,-
HEY1,KDR,-
HEY1,OCLN,+
HEY1,PROX1,-
HEY2,ACTA2,-
HEY2,GATA4,-
HEY2,GATA6-A,-
HGF,MET,+
HHEX,SLC5A5,+
HIC1,ACKR3,-
HIC1,EPHA2,-
HIC1,MYCB,-
HIC1,STAT3,+
HIC1,VLDLR,-
HIF1A,ABCB11,-
HIF1A,ACE,+
HIF1A,ACE2,-
HIF1A,ALAS2,+
HIF1A,ALDOCB,+
HIF1A,ALOX5AP,?
HIF1A,ARNT2,?
HIF1A,ASS1,+
HIF1A,BNIP3,+
HIF1A,CA9,+
HIF1A,CCND1,-
HIF1A,CCR7,+
HIF1A,E2F3,+
HIF1A,EDN1,+
HIF1A,ENO1,+
HIF1A,EPO,+
HIF1A,ERCC2,?
HIF1A,FAM162B,?
HIF1A,FGF2,+
HIF1A,GAPDH,?
HIF1A,GCK,?
HIF1A,HBEGF,+
HIF1A,HIF1A,-
HIF1A,ITGB2,+
HIF1A,KAG9266431.1,?
HIF1A,LDHA,+
HIF1A,LOX,?
HIF1A,MET,+
HIF1A,MIF,+
HIF1A,MMP2,+
HIF1A,NR4A1,+
HIF1A,NT5E,+
HIF1A,PFKFB4,?
HIF1A,PGK1,+
HIF1A,PIK3CA,?
HIF1A,PLAU,?
HIF1A,PPARA,?
HIF1A,PPP1R3CB,?
HIF1A,PTGES,+
HIF1A,RECK,-
HIF1A,RORAA,+
HIF1A,SERPINE1,?
HIF1A,SETD2,+
HIF1A,SLC29A1,-
HIF1A,SLC2A1,+
HIF1A,SOCS1,+
HIF1A,STAT3,?
HIF1A,TGFB3,+
HIF1A,TIMP2,+
HIF1A,TLR1,?
HIF1A,TLR2-2,?
HIF1A,TUBB4B,?
HIF1A,TWIST2,?
HIF1A,VHL,?
HIF1A,VIM,+
HIF1A,WASF3,+
HIF1A,XPC,+
HIF1A,ZNF217,+
HINFP,MBD2,-
HIPK2,ABCB11,?
HIPK2,CDKN1A,+
HIPK2,CTBP1,?
HIPK2,HIF1A,-
HIPK2,TP53,?
HIPK2,VIM,-
HIRA,PLB1,-
HIVEP2,H2-L,?
HIVEP2,KAG9261548.1,?
HIVEP2,PPARG,+
HLF,COPG2,?
HLF,GCK,?
HLF,HLF,?
HLF,HSD17B10,?
HLF,HSD3B7,?
HLF,KAG9275156.1,?
HLF,MRPL17,?
HLF,MRPS9,?
HLF,PA2G4,?
HLF,PRKACA,?
HLF,PSAT1,?
HLF,RAB10,?
HLF,TOB1,?
HLF,WDR83OS,?
HLTF,HERC2,?
HLX,BTG1,?
HMG20B,BRCA2,?
HMGA1,CRYAB,?
HMGA1,IL1B,?
HMGA1,INSR,+
HMGA1,PTGS2,+
HMGA1,RAG2,?
HMGA1,SLC2A1,+
HMGA1,SP1,?
HMGA1,TP53,?
HMGB1,GFI1B,+
HMGB1,TNF,+
HMGN3,SLC2A2,?
HNF1A,ACAT2,+
HNF1A,CYP27A1,+
HNF1A,CYP2G1,-
HNF1A,CYP3A30,+
HNF1A,CYP7A1,-
HNF1A,CYP7B1,+
HNF1A,CYP8B1,-
HNF1A,FABP1,?
HNF1A,GLB1,?
HNF1A,GPR39,?
HNF1A,GUCA2A,+
HNF1A,IGFBP1,+
HNF1A,LCT,+
HNF1A,MTTP,+
HNF1A,NT5E,?
HNF1A,PCK1,+
HNF1A,PRDM1,-
HNF1A,PXN1,?
HNF1A,TM4SF1,-
HNF1A,UGT1A5,+
HNF1A,UGT2A1,+
HOXA10B,BHLHE22,+
HOXA10B,EMX2,+
HOXA10B,ID2,+
HOXA10B,IGFBP1,+
HOXA10B,ITGB3,?
HOXA10B,KAG9269893.1,-
HOXA10B,TP53,+
HOXA11B,MYOD1,-
HOXA11B,HOXA10B,-
HOXA1A,BCL2,+
HOXA1A,CCND1,+
HOXA1A,EPAS1,?
HOXA1A,EPHA2,+
HOXA1A,MYCB,+
HOXA1A,PCNA,?
HOXA3A,HOXD3A,?
HOXB1,TCF4,-
HOXB13A,TCF4,-
HOXC11A,LCT,?
HOXC11A,S100B,?
HOXC13A,SPI1,-
HOXC6A,IGFBP3,-
HOXC6A,MME,-
HOXC9A,HOXB8A,-
HOXD3A,ITGA5,?
HOXD3A,ITGAV,?
HOXD3A,ITGB1,?
HOXD3A,ITGB3,?
HOXD3A,PLAU,?
HSF2,FOS,?
HSF2,HIF1A,?
HSF2,HSPA4,+
HSF2,MAP2K4,-
HSF2,MAPK10,-
HTATIP2,KAG9280168.1,-
HTATIP2,MMP2,-
ID2,KAG9269893.1,+
ID3,KAG9260765.1,-
ID3,KAG9261813.1,-
ID3,SMARCC1,-
ID4,SOX2,?
IKBKB,CCL19,+
IKBKB,CXCL11.6,+
IKBKB,CXCL8,+
IKBKB,NFKB1,+
IKBKB,PTGS2,+
IKZF1,IL10,?
IKZF1,KAG9261813.1,?
IKZF1,KAG9269729.1,-
IKZF1,OPRD1,?
IKZF1,OPRK1,-
IKZF1,RAG1,?
ILF2,ILF3,?
ILF3,CCNE1,+
ILF3,H2-AA,-
ILF3,KAG9270537.1,?
ILF3,KAG9274907.1,?
ILF3,PLAU,+
ILK,MMP9,+
ING2,BCL2,-
ING2,MMP13,+
INSM1A,GATA2,+
INSM1A,LMX1B,+
INSM1A,TPH2,+
IRF1,BCL2,-
IRF1,CASP7,+
IRF1,CCNB2,-
IRF1,CCNE1,-
IRF1,CD40,+
IRF1,CDK1,-
IRF1,CDK2,-
IRF1,CDK4,-
IRF1,CDKN1A,-
IRF1,CIITA,+
IRF1,CYBB,+
IRF1,ERAP2,?
IRF1,FASLG,?
IRF1,FOXP3,-
IRF1,IL10,+
IRF1,IL12B,?
IRF1,IRF2,+
IRF1,KAG9261548.1,+
IRF1,MACF1,-
IRF1,MMP9,?
IRF1,MYB,-
IRF1,OGN,?
IRF1,POLH,?
IRF1,PSMB9,+
IRF1,SOCS1,+
IRF1,SOCS2,+
IRF1,TAP1,+
IRF1,TNFSF10,+
IRF1,TP53,?
IRF1,VCAM1,?
IRF2,CIITA,+
IRF2,ERAP2,?
IRF2,MACF1,-
IRF2,TAP1,+
IRF3,ATF4,+
IRF3,IFNA3,+
IRF3,KAG9279072.1,?
IRF3,NR1H4,?
IRF3,SOCS2,+
IRF3,USP18,+
IRF4,BCL6,-
IRF4,CD68,-
IRF5,PRDM1,+
IRF5,TNF,?
IRF6,NECTIN4,+
IRF6,NR1H4,?
IRF8,BCR,?
IRF8,CD68,-
IRF8,CDKN2B,+
IRF8,CFLAR,?
IRF8,CYBB,+
IRF8,GAS2,-
IRF8,IL10,?
IRF8,IL1B,+
IRF8,NF1,+
IRF8,SPI1,?
IRF8,TLR3,-
IRF8,TLR4,?
IRX3,GJA1,-
ISL1,AUH,?
ISL1,TLL1,?
ISL1,CDK14,?
ISL1,DDX31,?
ISL1,EML1,?
ISL1,ERCC2,?
ISL1,FGF10,?
ISL1,INPP1,?
ISL1,IPO7,?
ISL1,ISL1,?
ISL1,ITGA8,?
ISL1,KAG9260001.1,?
ISL1,KAG9268563.1,?
ISL1,KAG9268821.1,?
ISL1,KCNH4,?
ISL1,KIRREL3,?
ISL1,LHX1A,?
ISL1,LHX6,?
ISL1,LRMDA,?
ISL1,NCAM2,?
ISL1,NOMO1,?
ISL1,PAX7,?
ISL1,RFNG,?
ISL1,SLC7A6,?
ISL1,TLX3,?
ISL1,TMOD4,?
ISL1,TRIM9,?
ISL1,UBA1,?
ISL1,WNT1,?
JARID2B,MYL7,?
JAZF1,MYF6,-
JDP2,ATF3,-
JMJD1C,CYP17A1,+
JUN,ABCB11,+
JUN,ACTBA,?
JUN,ALOX12,?
JUN,ANGPT2,+
JUN,ASAH1,?
JUN,ATF3,+
JUN,B4GALNT1,+
JUN,BMP2,?
JUN,CA1,?
JUN,CAHZ,?
JUN,CAT,+
JUN,CCK,+
JUN,CCL11,+
JUN,CCND1,+
JUN,CCND2,+
JUN,CD82,+
JUN,CDK5R1,?
JUN,CDKN1A,-
JUN,CRF1,-
JUN,CTSE,?
JUN,CTSK,+
JUN,CTSL,+
JUN,CXCL8,+
JUN,CYP11A1,+
JUN,CYP19A1,-
JUN,CYP2J6,?
JUN,DDX21,?
JUN,EDN1,?
JUN,ERBB4,+
JUN,ESR1,?
JUN,ETS2,?
JUN,F3,?
JUN,FASLG,?
JUN,FGF7,?
JUN,GCLC,+
JUN,GJA1,+
JUN,GSTM3,?
JUN,HEY1,+
JUN,IL12B,+
JUN,IL1B,?
JUN,IL5RA,?
JUN,ITGAX,?
JUN,ITGB8,?
JUN,JUN,+
JUN,KAG9266355.1,+
JUN,KAG9276480.1,+
JUN,KAG9277111.1,?
JUN,KRT19,+
JUN,KAG9279812.1,?
JUN,LDHA,+
JUN,MAF,+
JUN,MAP3K1,?
JUN,MAPK10,+
JUN,MAT2A,+
JUN,MEF2D,+
JUN,MELTF,?
JUN,MET,+
JUN,MGMT,?
JUN,MMP13,+
JUN,MMP19,?
JUN,MMP2,+
JUN,MMP20,?
JUN,MMP9,+
JUN,MYB,?
JUN,MYCB,-
JUN,MYOD1,-
JUN,NAMPT,+
JUN,NCK2,?
JUN,NECTIN2,?
JUN,NEFL,+
JUN,NEIL1,+
JUN,NFE2L2,-
JUN,NFKB1,+
JUN,NFKB2,?
JUN,NGF,?
JUN,NOS2,+
JUN,NOX5,+
JUN,NPY,?
JUN,NTS,?
JUN,PDHA1,?
JUN,PDK3,?
JUN,PENK,+
JUN,PHEX,?
JUN,PLAU,?
JUN,PLAUR,?
JUN,PLIN2,?
JUN,POLD2,?
JUN,PPARA,?
JUN,PPARD,+
JUN,PPP1R3B,+
JUN,PRDM1,?
JUN,PSAP,-
JUN,PTGS2,+
JUN,PTN-A,+
JUN,RARA,-
JUN,RARB,+
JUN,RARG,-
JUN,RELB,+
JUN,REN,?
JUN,RHOB,+
JUN,RUNX2,?
JUN,SERPINE1,+
JUN,SLC19A1,?
JUN,SLC2A1,+
JUN,SMN1,-
JUN,SOX7,+
JUN,SPI1,+
JUN,FYNA,?
JUN,SRXN1,+
JUN,STAR,?
